common_words,fuzz_Qratio,fuzz_Wratio,fuzz_partial_ratio,fuzz_partial_token_set_ratio,fuzz_partial_token_sort_ratio,fuzz_token_set_ratio,fuzz_token_sort_ratio,tfidf_features,lsi_features,glove_wm,fasttex_wm,score
0.5,73,81,87,100,74,85,64,0.4970232844352722,0.6123727560043335,3.6078540174535076,2.3729768361666226,2.0
0.3333333333333333,81,81,83,100,75,75,75,0.0672370046377182,0.33333349227905273,3.848974982016093,2.5296755469881194,1.333
0.5,68,86,66,100,58,83,62,0.7091923356056213,0.6761233806610107,3.3822383220677943,2.1616106671269004,4.0
0.6,72,86,76,100,79,86,71,0.8427960872650146,0.8164962530136108,3.1118197423366487,2.2832941717096746,3.8
0.2,54,86,66,100,58,53,53,0.012249113060534,0.24999992549419403,6.7250518394036485,4.232673219496554,0.0
0.5,73,90,96,100,100,100,79,0.8797294497489929,0.8164966106414795,3.878942684600353,2.647932820066452,3.6
0.4,65,86,86,100,52,84,65,0.8158087134361267,0.5773501992225647,4.134149690690239,2.4833483204701627,4.0
0.6666666666666666,87,87,87,100,85,82,81,0.48084011673927307,0.8164963126182556,0.0,0.0,5.0
0.625,76,81,77,100,62,85,76,0.6962819695472717,0.7009709477424622,2.4828523658809263,1.6367929599525177,4.8
0.6666666666666666,81,95,95,100,100,100,86,0.9377284646034241,0.8164962530136108,2.244575959702745,1.455357170026183,4.25
0.3333333333333333,59,86,78,100,45,57,36,0.07132162153720856,0.4082482159137726,4.868684866252208,3.2354545089202027,0.2
0.6666666666666666,87,87,86,100,74,88,83,0.8249737620353699,0.6666667461395264,2.0673313077991855,1.545174260675177,3.2
0.0,44,44,50,50,50,46,46,0.0,2.342858351767063e-09,7.085840822490769,4.767598634013091,0.2
0.2,50,86,68,100,56,48,44,0.26663973927497864,0.2581988275051117,4.785510246785448,3.1024514323489645,2.2
0.5714285714285714,64,75,73,100,62,79,61,0.36110013723373413,0.6172131299972534,2.964485579650396,1.8861796132078243,1.0
0.0,70,70,71,38,38,36,36,0.0,-5.762558430433273e-09,7.087158200635671,4.546574913784147,0.5
0.3333333333333333,62,63,66,100,55,66,55,0.5688896179199219,0.5070925951004028,4.964853373777076,3.110161893881662,4.5
0.4,82,82,84,100,61,71,61,0.4275258481502533,0.4000000059604645,3.1153633368030547,2.2532891791152956,4.4
0.2,48,48,55,100,39,41,37,0.012907917611300945,0.25819888710975647,7.555438723023982,4.621325457998087,0.4
0.8,90,90,91,100,79,88,79,0.7451204657554626,0.7999998927116394,1.5095483061286925,1.006684239094162,2.6
0.0,62,62,67,35,35,32,32,0.0,4.307366907596588e-09,7.40845150175057,4.7521359417511,0.0
0.16666666666666666,67,67,62,100,54,60,49,0.07874307036399841,0.22360680997371674,5.924298152920294,3.8437488627462386,0.4
0.6666666666666666,73,90,95,100,69,100,74,1.0,0.9999999403953552,2.0793918620410605,1.248152427618471,4.0
0.5,85,85,85,100,79,77,77,0.7394888401031494,0.5,1.7603686942577361,1.5190117237722873,3.8
0.0,56,56,59,47,47,42,42,0.0,3.958120942115784e-09,7.435765235797152,4.586199351634139,0.0
0.2,52,86,68,100,61,56,47,0.17280928790569305,0.2581988573074341,5.352204096609848,3.427834031875621,1.0
0.2,55,55,64,100,52,51,47,0.28486019372940063,0.25000011920928955,5.615864610677814,3.9485696452171326,0.8
1.0,100,100,100,100,100,100,100,1.0,1.0,0.0,0.0,5.0
0.3333333333333333,76,76,75,100,34,68,37,0.3983182907104492,0.33333343267440796,3.523819595106744,2.275649957898792,1.4
0.6,82,86,88,100,81,90,75,0.7664033770561218,0.6708208918571472,2.5722661363675594,1.614080390516591,2.4
0.3333333333333333,74,74,77,100,57,57,57,0.2972792088985443,0.3333333432674408,5.258335150922566,3.2194073369322047,0.75
0.6,89,89,94,100,88,90,92,0.7339006662368774,0.9045339226722717,2.2836078007324967,1.4469023645749233,5.0
0.6666666666666666,76,90,94,100,82,100,79,0.652126669883728,0.8164961934089661,2.612249683580593,1.5043482070267826,3.2
0.75,72,83,72,100,81,87,85,0.4700848460197449,0.7500000596046448,1.5661894727957248,1.2275678120688198,5.0
0.3333333333333333,60,60,69,100,58,58,49,0.537071704864502,0.5773501992225647,5.097927595620536,3.645821686734625,2.0
0.5,79,79,81,100,71,79,68,0.576997697353363,0.5773502588272095,3.1470283602357747,1.9404648551077526,1.75
0.6666666666666666,93,93,88,100,100,91,91,0.5664711594581604,0.6666669249534607,1.0696673086605808,0.9274290447612026,4.857
0.5,76,77,66,100,83,81,71,0.6928989887237549,0.5773501396179199,3.0066513538360704,2.1171257174777574,4.4
0.6,79,79,77,100,69,80,72,0.6117966175079346,0.8135174512863159,2.4548400843726643,1.6331721297925719,4.0
0.3333333333333333,65,65,68,100,47,52,45,0.026779482141137123,0.33333322405815125,4.855945018328195,3.1627580350203646,0.4
0.2857142857142857,53,53,56,100,40,53,39,0.18173639476299286,0.4174027144908905,4.957657809143741,3.190738875753371,2.4
0.0,51,51,62,50,50,47,47,0.0,2.3283064365386963e-10,6.694261463353968,4.239201381558514,0.75
0.75,81,95,81,100,100,100,81,0.6882864832878113,0.8660252094268799,1.7812732124412107,0.9872908685118169,3.4
0.8,89,95,80,100,79,100,90,0.9040610194206238,0.8944270014762878,1.5119156598865984,0.9232959032177925,4.6
0.6666666666666666,84,84,84,100,71,80,70,0.5336817502975464,0.6666668057441711,2.0824504073959647,1.6248006477603902,4.8
0.5,75,75,76,100,67,69,69,0.4058522880077362,0.5000000596046448,3.0859136100792885,2.1010465741313693,2.75
0.75,83,95,81,100,100,100,84,0.7844595313072205,0.8660258054733276,1.8527759605687075,1.1747093029132178,4.8
0.0,46,46,55,38,38,33,33,0.0,-3.14321368932724e-09,8.166623838107123,4.911754375352229,0.0
0.8333333333333334,63,84,66,100,78,88,78,0.6860877275466919,0.9128711819648743,1.2618586656681365,0.7548438104277043,4.6
0.6,73,86,89,100,100,100,75,0.39383938908576965,0.8094611763954163,3.2306518685143644,2.041043823153664,4.0
0.3333333333333333,76,76,76,100,47,48,42,0.03012300468981266,0.33333340287208557,6.14649861779272,4.028995914174578,0.4
0.6666666666666666,85,85,87,100,80,80,80,0.3510432541370392,0.6666664481163025,1.5289477317878404,1.2425840755095712,2.5
0.25,63,63,67,100,57,54,54,0.1672770231962204,0.3535533547401428,6.784000978567297,4.163807954087155,0.8
0.0,55,55,63,47,47,35,35,0.0,-1.4842953532934189e-09,6.182440799865538,3.858735216931961,0.8
0.6666666666666666,89,89,87,100,62,86,68,0.546611487865448,0.6666670441627502,2.6741897278108864,1.526792597616187,3.6
0.5714285714285714,77,86,79,100,66,90,68,0.6625543236732483,0.7016463279724121,3.0723528553694006,2.160883353409698,4.0
0.5,73,86,79,100,63,88,71,0.6690709590911865,0.5773502588272095,3.3262457115566053,2.0367679857459833,4.0
0.25,60,86,62,100,53,54,54,0.03894641622900963,0.44721370935440063,6.0117839638352395,3.726342852783203,1.75
0.3333333333333333,59,86,82,100,61,76,53,0.38144609332084656,0.5773504972457886,5.179791154423239,3.405914679222316,3.333
0.5,84,84,84,100,67,67,67,0.595625102519989,0.49999988079071045,2.809241249287129,1.8939969728565216,3.0
0.0,78,78,78,65,65,71,71,0.0,4.3655745685100555e-11,5.101603697361742,3.4218768476635373,2.4
0.8,88,95,76,100,100,100,89,0.9361666440963745,0.8944270610809326,1.4920005339450837,0.9742145895879031,5.0
0.75,86,95,97,100,100,100,88,0.7953921556472778,0.8660256266593933,1.808204427102663,1.1078267884627186,4.8
0.25,70,70,85,100,82,67,67,0.5694092512130737,0.5773503184318542,4.428475487403467,2.571077540135798,2.6
0.6,75,82,82,100,71,86,71,0.6659713387489319,0.670820415019989,2.6451887611522196,1.7083381993697642,4.6
0.3333333333333333,71,71,75,100,47,50,44,0.05242518335580826,0.40824809670448303,6.115696660984845,3.782619078887415,0.4
0.125,59,59,63,100,49,48,48,0.03644164651632309,0.11952292919158936,6.378308941093285,4.430117094542692,0.0
0.0,46,46,60,46,46,40,40,0.0,-1.9936123862862587e-09,9.444218809960653,5.439350078260414,0.0
0.25,64,86,66,100,56,57,54,0.2012922614812851,0.35082313418388367,4.3650823792074895,2.9055500528082696,1.4
0.0,52,52,62,42,42,37,37,0.0,-7.334165275096893e-09,7.171938835644505,4.407236485456463,0.417
0.0,60,60,63,44,44,42,42,0.0,6.984919309616089e-10,7.899422445113112,5.250433164246199,0.0
0.2,61,86,71,100,58,67,53,0.3575912117958069,0.25819891691207886,6.205645310596716,4.114276163591124,2.6
0.5,83,83,81,100,79,80,80,0.49869659543037415,0.7071064114570618,2.650772508012295,1.872931974840164,4.4
0.75,88,88,82,100,73,92,84,0.7535321116447449,0.7500001192092896,1.779127270635128,1.1716439666175842,4.0
0.2,58,58,64,100,45,50,50,0.04300457239151001,0.23870743811130524,4.983873297934245,3.3432342991896635,1.0
0.4,66,66,67,100,56,65,58,0.2674905061721802,0.4216368794441223,3.650727536235809,2.3217701876249315,2.6
0.8333333333333334,91,91,88,100,77,87,74,0.82277911901474,0.9622501730918884,1.0394217683726126,0.5148777229706639,5.0
0.6666666666666666,53,71,60,100,73,75,67,0.6036908030509949,0.6666665077209473,2.635542936099529,1.3934527364744589,4.0
0.6666666666666666,86,86,86,100,79,82,82,0.46470722556114197,0.666666567325592,1.7021790821705647,1.0361059240318378,4.8
0.0,69,69,70,47,47,43,43,0.0,-8.207280188798904e-09,7.487817058811399,4.736375938078306,0.0
0.4,58,86,66,100,63,73,55,0.09752030670642853,0.5163978934288025,4.012896890672647,2.708232625203234,2.2
0.5714285714285714,84,84,78,100,72,81,72,0.44345635175704956,0.6186404228210449,1.833639638800424,1.5616787901886495,4.6
0.5,67,86,77,100,50,74,60,0.34026244282722473,0.5773506760597229,3.7885177857352135,2.4644191083764686,2.4
0.25,73,73,76,100,54,57,52,0.012556375935673714,0.25000011920928955,5.329995125729584,3.9133560984525544,0.8
0.0,40,46,54,42,42,31,31,0.0,2.557499101385474e-09,6.867579858604243,4.381025883605914,0.8
0.0,57,64,68,53,53,49,49,0.0,6.155460141599178e-09,6.097183131911952,4.46229277035861,2.812
0.3333333333333333,64,64,62,100,50,63,52,0.37819552421569824,0.3999997675418854,5.308066414352649,3.047819472528801,2.2
0.6666666666666666,86,86,92,100,82,85,84,0.7264356017112732,0.8249577879905701,1.4880731628725565,1.0795394343807994,4.6
0.3333333333333333,76,76,78,100,71,68,68,0.31358054280281067,0.33333322405815125,3.133727443723036,1.946089858962065,3.0
0.6666666666666666,85,85,87,100,70,82,70,0.654819667339325,0.8164966702461243,2.4472566450718403,1.781383055399208,2.8
0.3333333333333333,57,64,71,100,64,67,61,0.6461299657821655,0.40824809670448303,4.162594968533612,2.4868283953422705,3.6
0.75,80,86,81,100,100,100,80,0.954852819442749,0.8660256266593933,1.9610885688581177,1.2772616767498441,4.0
0.3333333333333333,61,61,62,100,69,59,59,0.049958549439907074,0.33333316445350647,4.843582916723366,3.084655349038313,1.0
0.6666666666666666,87,87,87,100,86,84,84,0.5818967223167419,0.666667103767395,1.7655082701688278,1.3873211277509432,2.4
0.0,63,63,67,61,61,58,58,0.0,-6.344635039567947e-09,7.744694657278974,4.5712825107537345,2.5
0.2,64,64,62,100,59,53,53,0.1987551897764206,0.22360679507255554,5.695263285595036,3.4781859729616165,0.25
0.8,87,95,86,100,82,100,88,0.8560547232627869,0.894426703453064,1.46662700884552,0.9217009527152539,4.0
0.5,76,76,78,100,64,70,70,0.0419524684548378,0.4999999701976776,3.1407855397074225,1.9285469921603202,0.8
0.3333333333333333,80,80,79,100,69,68,68,0.27633172273635864,0.33333316445350647,3.4653234326814486,2.287902411354105,1.2
0.16666666666666666,58,86,67,100,57,52,52,0.15137213468551636,0.2886751890182495,6.089483248393305,3.9589549279144,2.4
0.2,47,86,57,100,45,40,40,0.09770853072404861,0.25819894671440125,5.194221930928979,3.5418978278719164,0.6
0.4,64,86,71,100,62,76,51,0.3367801308631897,0.5443311929702759,4.736117085253715,3.1675151289793018,2.4
0.3333333333333333,69,86,83,100,82,77,69,0.5746140480041504,0.5773502588272095,5.121294123199298,3.350475389987733,3.75
0.5,71,71,83,100,58,70,47,0.691412091255188,0.6666669249534607,3.6566490528012996,2.302223158568348,2.8
0.2857142857142857,59,59,61,100,47,53,53,0.32070818543434143,0.317523330450058,4.540613647999653,3.327495582396271,3.0
0.5,60,60,61,100,45,62,52,0.17625896632671356,0.6324554681777954,3.892219638177847,2.3988711566716905,3.6
0.3333333333333333,77,77,79,100,63,60,55,0.3170953094959259,0.3333335220813751,3.4391943758046266,2.5262115963705383,1.5
0.5,65,90,95,100,67,100,70,0.7419131398200989,0.70710688829422,3.7242920459442135,2.4922921280145642,3.8
0.5555555555555556,63,74,70,100,68,78,68,0.6017608046531677,0.6249998807907104,3.085748032388305,1.9729890706902984,2.6
0.6,68,72,71,100,77,76,76,0.41462719440460205,0.5999995470046997,2.8292331853721615,1.9282170604777336,2.8
0.3333333333333333,69,69,67,100,67,62,57,0.5134336352348328,0.39825573563575745,4.366100732657028,2.965554183599605,3.0
0.5,71,71,74,100,78,64,64,0.31711524724960327,0.49999940395355225,3.939584562170267,1.8610236165482998,5.0
0.8,91,91,91,100,79,90,81,0.7404804229736328,0.8000001311302185,1.4634604688598634,1.0460653899253844,2.4
0.5,83,83,83,100,78,77,77,0.09579084068536758,0.5773501396179199,3.461230098173618,2.7805329073467253,2.8
0.25,68,68,70,100,61,60,60,0.25621557235717773,0.28867509961128235,4.429856608173216,2.848053649274208,1.8
0.75,89,89,86,100,77,90,85,0.9531340599060059,0.7499998807907104,1.4748594250946043,0.8367959697663784,4.6
0.5714285714285714,73,73,73,100,55,68,55,0.5665287375450134,0.6172133684158325,3.1292041083749687,1.8866822304838322,4.4
0.3333333333333333,67,67,66,100,53,56,52,0.11032190918922424,0.5656858086585999,5.880844509359762,3.3288848747784834,0.4
0.6666666666666666,80,90,97,100,83,100,82,0.7007558941841125,0.8164963126182556,1.931636231183073,1.3417436015186042,3.4
0.2857142857142857,56,86,76,100,67,63,45,0.25028297305107117,0.3779645264148712,5.186469425352552,3.375324267988899,1.2
0.6,79,82,73,100,70,86,71,0.7786085605621338,0.9486837983131409,1.9547657602647308,1.4892264155463697,2.8
0.3333333333333333,70,70,69,100,44,47,41,0.01812475174665451,0.3333333432674408,4.927361871443206,3.2801086383776967,0.8
0.6,80,80,80,100,69,74,68,0.40075328946113586,0.6708207726478577,3.0654525650962827,1.9764054338474273,2.4
0.4,80,80,82,100,72,79,59,0.6362099051475525,0.5345224142074585,3.875471413061142,2.462596776633358,1.6
0.6,84,84,84,100,76,78,78,0.7585994601249695,0.6708204746246338,2.249323055871582,1.6759449252067566,4.0
0.3333333333333333,82,82,84,100,56,77,55,0.2793169915676117,0.333333283662796,3.8489741009922955,2.5296758938985673,1.4
0.3333333333333333,61,86,78,100,73,67,67,0.05336708575487137,0.40824827551841736,5.2866002083036925,3.29689711813019,0.8
0.6666666666666666,90,90,89,100,88,88,76,0.6021990180015564,0.6666670441627502,2.4915117982450283,1.4040337302155066,1.8
0.5,76,76,79,100,68,68,68,0.3476254940032959,0.577350378036499,3.558187612129414,2.3555184473844712,1.4
0.6,80,86,84,100,68,81,61,0.5560824275016785,0.7171372771263123,2.2733785091976166,1.442310228442955,4.5
0.0,58,58,59,39,39,43,43,0.0,4.889443516731262e-09,7.259326022819022,4.629907439335188,0.0
0.75,83,95,96,100,100,100,84,0.7824394702911377,0.8660252094268799,2.1277452380102693,1.3099173314543757,4.25
0.75,81,95,86,100,100,100,82,0.643189549446106,0.8660250902175903,1.7838729697391564,1.1212014406139077,3.6
0.0,70,70,72,48,48,41,41,0.0,5.471520125865936e-09,7.001059244391085,4.141510360345799,0.2
0.16666666666666666,56,86,74,100,62,48,48,0.1474587470293045,0.2041240781545639,5.875494417568293,3.9376659230790954,0.4
0.6,74,86,82,100,72,100,77,0.8971281051635742,0.8660253286361694,2.911247104395564,1.9653305922678943,4.0
0.6666666666666666,76,76,75,100,72,80,68,0.6205194592475891,0.7302966713905334,2.34573013144754,1.5817043367944148,4.4
0.5,72,82,73,100,75,86,63,0.5078128576278687,0.5773504376411438,2.304017421914881,1.5079499821130595,2.8
0.0,52,52,56,41,41,39,39,0.0,-2.9103830456733704e-10,7.340401372271771,4.581469491074087,0.0
0.5555555555555556,72,78,76,100,65,82,71,0.5500763654708862,0.6324558854103088,3.1086924290216484,2.119792802315959,2.0
0.1111111111111111,58,58,62,100,45,47,45,0.007643972057849169,0.14131884276866913,5.8203484808616635,3.898241761044144,0.6
0.0,48,51,56,31,35,29,29,0.0,-3.5797711461782455e-09,7.38737710820493,4.745598029926442,0.0
0.16666666666666666,50,50,51,100,35,46,34,0.13337774574756622,0.18725411593914032,5.938752912016046,3.8216583277474645,0.4
0.3333333333333333,54,86,76,100,50,50,36,0.030375031754374504,0.4082482159137726,6.195155298835549,3.8970642727651326,0.5
0.75,86,95,96,100,87,100,88,0.9999999403953552,0.9999995827674866,2.015877585734375,1.3666285497586526,4.25
0.6666666666666666,90,90,89,100,83,88,86,0.5860431790351868,0.6666662693023682,1.877026758330175,1.5693533617564046,2.2
0.25,64,64,71,100,56,63,63,0.6024852991104126,0.3535533845424652,5.082075541991234,3.2760640023168324,1.4
0.0,75,75,76,58,58,56,56,0.0,-1.4006218407303095e-09,5.493455386666073,3.5401263717671116,4.75
0.5,68,86,77,100,71,90,69,0.7192097902297974,0.753778338432312,2.924462846696467,2.2087535416018396,3.25
0.6,78,82,81,100,72,86,79,0.7190646529197693,0.8017840385437012,2.751426990417862,1.845398309360504,3.8
0.6666666666666666,83,83,77,100,62,86,78,0.5624253749847412,0.6666663289070129,2.948973249855995,1.844707869544029,2.0
0.25,68,68,81,100,75,63,63,0.1098896861076355,0.28867506980895996,5.198168409180161,3.3314511124132165,0.8
0.6,65,75,69,100,81,79,72,0.6777287125587463,0.8148229718208313,3.162043063911581,2.0508134264015196,3.2
1.0,100,100,100,100,100,100,100,0.9999999403953552,0.9999999403953552,0.0,0.0,4.8
0.2,69,69,70,100,40,51,38,0.28722354769706726,0.2762342393398285,5.163232635131836,3.434614424229479,4.0
1.0,100,100,100,100,100,100,100,1.0,1.0000001192092896,0.0,0.0,4.6
0.16666666666666666,57,57,66,100,57,54,54,0.09520222246646881,0.20412412285804749,5.482684871428862,3.564744155660565,2.818
0.0,52,52,59,41,41,41,41,0.0,5.820766091346741e-11,7.244741419221647,4.825750455044108,0.0
0.2,56,56,60,100,45,43,43,0.16222284734249115,0.23904576897621155,5.291389606559515,3.6888445623518944,1.0
0.0,51,51,55,48,48,39,39,0.0,-5.297806637827307e-09,6.780511652629648,4.290138494631032,0.0
0.6666666666666666,82,84,87,100,72,88,73,0.43420204520225525,0.7627701759338379,2.270093513890547,1.4570106133250293,4.6
0.5,75,75,76,100,50,65,49,0.18438442051410675,0.5000001192092896,3.6495163156232833,2.281528093078494,1.2
0.1111111111111111,53,53,56,100,37,42,36,0.08103416115045547,0.11963937431573868,5.670894971461391,3.802993634654793,0.8
0.3333333333333333,75,75,76,100,47,67,46,0.14697955548763275,0.333333283662796,4.300528553270144,2.6231270533906708,1.0
0.25,55,55,61,100,44,44,44,0.17894375324249268,0.4082481861114502,5.1522949059931555,3.5977347758197,2.667
0.2222222222222222,62,62,59,100,48,53,48,0.12202088534832001,0.2718299925327301,5.212587840468253,3.6180910357483427,2.8
0.0,58,58,63,40,40,40,40,0.0,-7.334165275096893e-09,8.72748086676776,4.837785518209113,0.0
0.2,56,56,58,100,59,52,52,0.25188907980918884,0.25819897651672363,5.676093921585553,3.828845557977281,4.5
0.0,47,47,59,35,35,30,30,0.0,-5.704350769519806e-09,7.855100511601086,4.838226210110785,0.0
0.3333333333333333,72,72,74,100,59,63,63,0.05773232877254486,0.33333322405815125,5.004064013829542,3.553988829284556,0.538
